strategy,symbol,entry_date,exit_date,entry_price,exit_price,holding_sessions,realized_return,realized_r,close_mfe,close_mae,intraday_high_mfe,intraday_low_mae,mfe_date,mae_date,sessions_entry_to_mfe,sessions_mfe_to_exit,sessions_mae_to_exit,halfway_return,max_drawdown_from_unrealized_peak,mfe_capture_ratio,profit_given_back,best_observed_exit_price,worst_observed_price,hindsight_best_exit_return,first_meaningful_loss_sessions,return_at_first_meaningful_loss,loser_delay,fraction_sessions_below_entry,loss_arrival,max_recovery_after_mae,once_meaningfully_profitable,material_recovery_after_mae,never_materially_recovered,entry_rank,exit_rank,entry_score,exit_score,removal_reason,exit_trailing_5d_return,exited_still_trending_strongly,winner_peak_early_decay,winner_pattern,first5_return,first5_close_mfe,first5_close_mae,first5_intraday_mfe,first5_intraday_mae,post_exit_5d_return,post_exit_5d_mfe,post_exit_5d_mae,post_exit_10d_return,post_exit_10d_mfe,post_exit_10d_mae,post_exit_20d_return,post_exit_20d_mfe,post_exit_20d_mae,post_exit_40d_return,post_exit_40d_mfe,post_exit_40d_mae,exit_rank_bucket,prior_rebalance_rank,rank_deterioration,large_winner,large_loser
Dual Momentum,AXP,2022-03-01,2022-04-01,184.10711045459254,177.98816383597574,23,-0.033235797376364506,,0.0,-0.18256527918995624,0.0005137211920493989,-0.2000824030393017,2022-02-28,2022-03-07,0,24,19,-0.072224791342262,-0.18256527918995624,,0.033235797376364506,184.10711045459254,150.49554443359375,0.0,0.0,-0.08532388537825175,0.052088088001887245,0.96,sudden,0.16540791918714248,False,True,False,3,8,0.22415073023128684,0.12576575148497748,fell below top-N,-0.017237977393241843,False,False,,-0.18256527918995624,-0.07376594410880422,-0.18256527918995624,0.0005137211920493989,-0.18282213980328554,-0.02812050106453501,0.014027788814872544,-0.04559823329108004,-0.03467467251203238,0.014027788814872544,-0.07282704645164007,-0.06904377987110832,0.025325166220973028,-0.07282704645164007,-0.09627292792232012,0.025325166220973028,-0.20225829466084144,just outside boundary,3,5,False,False
Dual Momentum,AAPL,2021-12-01,2022-05-02,163.59356203535145,153.26853978592672,104,-0.06311386659087215,,0.08675656145140098,-0.09952290281727694,0.09230960341376138,-0.10263164144944759,2022-01-03,2022-03-14,23,82,34,0.03301972574199041,-0.18627946426867792,,0.14987042804227313,177.786376953125,147.312255859375,0.08675656145140098,1.0,-0.022211616072101648,-0.0409022505187705,0.4056603773584906,sudden,0.1694299642500473,True,True,False,4,9,0.36056740619792427,0.08541131763279664,fell below top-N,-0.03210951483814828,False,True,,0.022092100065632447,0.022092100065632447,-0.03367546565133761,0.02448049949928155,-0.05779790459534451,0.005111596349149483,0.062344494897525804,-0.02195138979023381,-0.059880393728561354,0.062344494897525804,-0.11298636396063255,-0.04371251382828234,0.062344494897525804,-0.1525443039603127,-0.12167773418730643,0.062344494897525804,-0.17535863298195986,just outside boundary,2,7,False,False
Dual Momentum,TRV,2022-04-01,2022-06-01,170.12555219569367,164.23971485038317,41,-0.03459702125486763,,0.006669879713543159,-0.08768514285777596,0.017244126641914104,-0.09815099435337893,2022-04-11,2022-05-20,7,35,7,-0.0776533456525017,-0.09435502257131911,,0.04126690096841079,171.26026916503906,155.20806884765625,0.006669879713543159,11.0,-0.04473734071760782,0.010140319462740188,0.8604651162790697,sudden,0.05856521735162634,False,True,False,4,6,0.22358840079357645,0.14165757971774018,fell below top-N,0.029497962009308543,True,True,,-0.01258066268297009,0.004555047563632897,-0.01637666934485782,0.0056395708772847275,-0.02348025894781902,0.003426548715726341,0.0039320610032049785,-0.024377846604250686,-0.06086821353217653,0.0039320610032049785,-0.06798324515694454,-0.06374800837961148,0.0039320610032049785,-0.10581739084162312,-0.12055560132209997,0.0039320610032049785,-0.14105378643037636,just outside boundary,4,2,False,False
Dual Momentum,MRK,2022-05-02,2022-08-01,78.00138243144183,79.18931076169116,62,0.015229580466646908,,0.07909339223786405,-0.041929743885719906,0.08772973548005103,-0.056248036172424465,2022-07-15,2022-06-13,52,11,33,-0.03829332590130641,-0.10865669364132657,0.19255186856628606,0.06386381177121714,84.17077636718749,74.73080444335938,0.07909339223786405,29.0,-0.041929743885719906,0.057159324352366814,0.21875,sudden,0.12102313612358395,True,True,False,3,6,0.18560298956901278,0.12502463141752762,fell below top-N,-0.013144912931530972,False,False,recovery winner,-0.003719674531609596,-0.002254367688194203,-0.018259575619269608,0.0022541614224789175,-0.02660057972141472,-0.021602901026554044,0.007611376013537896,-0.03716151878203977,0.0188046278378029,0.018916583705257173,-0.03716151878203977,-0.0008955478545411566,0.04119090432840511,-0.03716151878203977,-0.02759403662758897,0.04119090432840511,-0.047794907138197784,just outside boundary,3,3,False,False
Dual Momentum,IBM,2022-08-01,2022-09-01,112.0847801631803,111.4570656781847,23,-0.005600354339650115,,0.07703390599323345,-0.005600354339650115,0.07912504818597443,-0.005600536980024939,2022-08-18,2022-09-01,14,10,0,0.05759495882791055,-0.08263426033288357,,0.08263426033288357,120.71910858154297,111.4570656781847,0.07703390599323345,,,,0.08,sudden,0.0,True,False,True,5,6,0.13448705805753636,0.1377620867963787,fell below top-N,-0.041274889180971774,False,False,,0.013231390761965,0.013231390761965,0.006806854153255548,0.016137495200977847,-0.001835571899960975,0.0005451804824134765,0.016822273703879675,-0.016510888203301932,-0.02266361608021905,0.02017139727187711,-0.027258602909575158,-0.05272611117504733,0.02017139727187711,-0.0669004232221646,0.04961047457372447,0.06230509599232059,-0.10007805652963853,just outside boundary,5,1,False,False
Dual Momentum,KO,2022-04-01,2022-10-03,55.00376335822356,50.46003438783829,126,-0.08260760160706238,,0.062249342945748465,-0.08814167274721973,0.0781323555178588,-0.08993230235150929,2022-04-21,2022-09-30,14,113,1,0.022576431664817376,-0.1503910156929682,,0.14485694455281084,58.42771148681641,50.1556396484375,0.062249342945748465,33.0,-0.03738165166799712,-0.04522594993906526,0.2734375,sudden,0.0055340711401573595,True,False,True,5,6,0.17557898988633913,-0.025668535666808268,failed absolute-momentum filter,-0.0319680263780614,False,True,,0.017808386334833504,0.017808386334833504,0.0022461105582456398,0.02149841578011702,-0.009786696953429486,-0.032824612583538526,0.02572774176633308,-0.037437784205251234,-0.024485278788518694,0.02572774176633308,-0.04151861199539819,0.07806960461367085,0.08073109391852507,-0.04151861199539819,0.11249136509887703,0.11958855799096901,-0.04151861199539819,just outside boundary,3,3,False,False
Dual Momentum,AMGN,2022-06-01,2022-10-03,227.6105413736567,203.03206366044333,85,-0.10798479527740379,,0.0,-0.12287324618967599,0.0003489853272320431,-0.1274061119644807,2022-05-31,2022-09-21,0,86,8,-0.05417238949736769,-0.12287324618967599,,0.10798479527740379,227.6105413736567,199.64329528808594,0.0,1.0,-0.037226465553890864,-0.07075832972351292,0.9885057471264368,sudden,0.025478316012003566,False,False,True,4,3,0.17437744511306352,0.019688265380327197,failed absolute-momentum filter,-0.006479509732951527,False,False,,-0.0444777418303961,-0.01729489153644903,-0.048239368633437696,0.0003489853272320431,-0.05626620734124388,0.0033295489147147084,0.03132251140546649,-0.008104464313705706,0.10106447016879216,0.10881846414050234,-0.008104464313705706,0.1995005084809225,0.20269852373640962,-0.008104464313705706,0.24662303011622821,0.2996454209743986,-0.008104464313705706,still top-N/other removal,2,1,False,True
Dual Momentum,UNH,2022-04-01,2022-10-03,472.35285350451795,472.1725477906183,126,-0.00038171826964084055,,0.07753470576358001,-0.11163133448270757,0.0869871044263888,-0.11626907515591589,2022-08-19,2022-06-17,97,30,73,-0.007124298246772964,-0.18081376520868608,,0.07791642403322085,508.9765930175782,419.62347412109375,0.07753470576358001,21.0,-0.02165732271193843,0.02127560444229759,0.3671875,sudden,0.18916604024628758,True,True,False,3,4,0.2718233175260609,0.010915129838777293,failed absolute-momentum filter,-0.006530826809984958,False,False,,0.051441316523333835,0.051441316523333835,-0.0012923651819650717,0.054045720821968235,-0.012042718658796692,-0.004397581835793862,0.043918130962774304,-0.011871765507316945,0.011931241194542919,0.0450226097535964,-0.038139884522705114,0.08708679465948599,0.09055766652759778,-0.038139884522705114,0.049676738637600026,0.10061533757402863,-0.038139884522705114,still top-N/other removal,4,0,False,False
Dual Momentum,UNH,2022-11-01,2022-12-01,516.7938014037271,514.3354360342912,21,-0.004756955990490641,,0.0,-0.09367557864404341,0.0012432476421735394,-0.09771165242473256,2022-10-31,2022-11-15,0,22,11,-0.09367557864404341,-0.09367557864404341,,0.004756955990490641,516.7938014037271,468.3828430175781,0.0,1.0,-0.02084705593473246,0.01609009994424182,0.9565217391304348,sudden,0.08891862265355277,False,True,False,4,9,0.18613499644135878,0.13945807433704283,fell below top-N,0.03407530352088428,True,False,,-0.017981983150486602,-0.013855860254785912,-0.030324448373867607,0.0012432476421735394,-0.05019826315031606,-0.014078389588326301,0.0011586911894607699,-0.03592477730929211,-0.02234124225594647,0.0011586911894607699,-0.03592477730929211,-0.0377406696266831,0.0011586911894607699,-0.0634553479750054,-0.1178081035803139,0.0011586911894607699,-0.1378564745757479,just outside boundary,4,5,False,False
Dual Momentum,TRV,2022-11-01,2022-12-01,172.35912617735428,178.1233856459536,21,0.033443308726617715,,0.033443308726617715,-0.028627079365141306,0.0293306306322485,-0.0373937611946491,2022-12-01,2022-11-15,22,0,11,-0.028627079365141306,-0.0292222873077852,1.0,0.0,178.1233856459536,167.42498779296875,0.033443308726617715,10.0,-0.028627079365141306,0.06207038809175902,0.5652173913043478,sudden,0.06207038809175902,True,True,False,5,11,0.12815534019438135,0.11074618895572841,fell below top-N,0.009573934714969479,False,False,recovery winner,-0.0035716772088552062,-0.0035716772088552062,-0.016072421192398267,0.002922277186837352,-0.023648637026557395,-0.01529038337701183,0.0009948995744255562,-0.0245063908090003,-0.01781627660919627,0.0009948995744255562,-0.026236121734829476,-0.0030813568818149895,0.006285772838897641,-0.04670719860493677,-0.011132930675920805,0.023599249265424893,-0.04670719860493677,moderate deterioration,5,6,False,False
Dual Momentum,CAT,2022-12-01,2023-01-03,223.71681470566426,227.28642944077689,21,0.01595595190200183,,0.026340053562711407,-0.04056576468193662,0.03440254128910447,-0.04786847253320403,2022-12-27,2022-12-09,18,4,15,-0.02634021296659239,-0.04056576468193662,0.6057676330844692,0.010384101660709577,229.60952758789065,214.64157104492188,0.026340053562711407,3.0,-0.03634464281971794,0.05230059472171977,0.6086956521739131,gradual,0.06690581824464803,True,True,False,3,6,0.25018841032950023,0.09508684355470676,fell below top-N,-0.0012922596315577684,False,False,recovery winner,-0.03343191322551475,-0.0032503599052460252,-0.03634464281971794,0.006627209481893326,-0.04786847253320403,0.024680135348385646,0.0427539530889085,-0.018613910021071156,0.06473332358745831,0.08235003599745694,-0.018613910021071156,0.053237459050648805,0.11063972607334294,-0.018613910021071156,0.03812505229959773,0.11063972607334294,-0.027209002977876096,just outside boundary,3,3,False,False
Dual Momentum,AMGN,2022-11-01,2023-02-01,239.79258012026636,223.13884290081148,62,-0.06945059438912715,,0.08453270988653117,-0.06945059438912715,0.10040807649234051,-0.06672429483183029,2022-11-08,2023-02-01,6,57,0,-0.00603456888124021,-0.15398330427565832,,0.15398330427565832,260.0628967285156,223.13884290081148,0.08453270988653117,39.0,-0.023662515413738983,-0.04578807897538817,0.4375,gradual,0.0,True,False,True,3,8,0.2194305354053001,0.10707432458639365,fell below top-N,-0.016137921195857885,False,True,,0.027521997366765527,0.027521997366765527,-0.013798402081553696,0.029228309961244037,-0.03620200903563531,-0.020709650487719333,0.0032106641804927616,-0.05133262336039168,-0.02409868655202152,0.0032106641804927616,-0.05133262336039168,-0.043695261048697365,0.0032106641804927616,-0.06819099130510886,-0.02409861816953429,0.0032106641804927616,-0.08738268421553386,just outside boundary,5,3,False,False
Dual Momentum,CVX,2022-02-01,2023-02-01,109.2486203515562,148.63717345231035,251,0.36054050819135197,,0.48707890723868874,0.0,0.49051559914979603,-0.0024459781375834044,2023-01-26,2022-01-31,248,4,252,0.23927038974581505,-0.35190766544421925,0.740209651522997,0.12653839904733677,162.46131896972656,109.2486203515562,0.48707890723868874,,,,0.0,sudden,0.48707890723868874,True,True,False,2,7,0.291453062791835,0.12894473071743273,fell below top-N,-0.03666269190800919,False,False,late acceleration,0.05900790243770637,0.05900790243770637,0.025758546268507265,0.06573410918889544,-0.0024459781375834044,0.01326691944728986,0.015013046016730591,-0.03744741754289982,0.002965090465711251,0.015013046016730591,-0.03744741754289982,-0.048472091211959056,0.015013046016730591,-0.06690967290723004,-0.06363148956255571,0.015013046016730591,-0.1273716699630596,just outside boundary,2,5,True,False
Dual Momentum,HON,2023-01-03,2023-02-01,197.3025402980106,189.6355911113032,20,-0.038858846800082,,0.00678599178595185,-0.06734826319607679,0.009621064663292156,-0.07594717517278804,2023-01-13,2023-01-19,9,12,9,-0.053548788011030135,-0.07413425498202864,,0.04564483858603385,198.64143371582034,184.01455688476562,0.00678599178595185,1.0,-0.02667146930633324,-0.012187377493748763,0.8636363636363636,sudden,0.03747952711117564,False,True,False,4,11,0.12132686633293854,0.09035234883951726,fell below top-N,0.00875802350460475,False,False,,-0.023751919740329863,-0.003950705685592304,-0.05248285196514468,0.0,-0.0543827999444485,-0.006381104477355626,0.005014174489491374,-0.04686363326379461,-0.02799720567905628,0.005014174489491374,-0.04686363326379461,-0.062323761706945646,0.005014174489491374,-0.08088119240201197,-0.08359555856147272,0.005014174489491374,-0.10705462119283216,moderate deterioration,4,7,False,False
Dual Momentum,IBM,2022-12-01,2023-02-01,131.7417003906767,118.13535504539212,41,-0.10328047463282553,,0.003934053195254306,-0.10394711182668281,0.021536398674163237,-0.11334848800603659,2022-12-13,2023-01-27,9,33,3,-0.06060803094300815,-0.10788116502193712,,0.10721452782807983,132.25997924804688,118.04753112792969,0.003934053195254306,10.0,-0.05080669618714273,-0.052473778445682795,0.9534883720930233,sudden,0.006067357816653018,False,False,True,4,13,0.2467663771293127,0.05686992030280469,fell below top-N,-0.04283905269390753,False,True,,-0.018068827371931717,-0.005467342904311834,-0.018068827371931717,0.0002000185368147278,-0.024603106648607986,0.01003806263850815,0.018291339534845186,-0.012566007676251711,0.023723980549053447,0.034111195872226,-0.012566007676251711,-0.03513561872612847,0.034111195872226,-0.03852272676967761,-0.023694887286449307,0.034111195872226,-0.08390961209835412,moderate deterioration,3,10,False,True
Dual Momentum,GS,2023-02-01,2023-03-01,329.84229079050596,323.22132920588825,19,-0.020073113028501566,,0.044555670615125775,-0.02074625627418114,0.057309720587461976,-0.02163739341537263,2023-02-08,2023-02-28,6,14,1,0.035310344600652854,-0.06530192688930692,,0.06462878364362734,344.53863525390625,322.9992980957031,0.044555670615125775,18.0,-0.02074625627418114,0.000673143245679575,0.09523809523809523,sudden,0.000673143245679575,True,False,True,3,6,0.22184326020478595,0.10871236714411081,fell below top-N,-0.02560322558698569,False,True,,0.04260623784362538,0.04260623784362538,0.018407087828500535,0.047925099395129456,-0.0009468012590136965,-0.009473752887327547,0.027104210028803255,-0.02547315321489818,-0.0779646717399527,0.027104210028803255,-0.09974547245578114,-0.08858318170859325,0.027104210028803255,-0.1360087619623963,-0.03672135705248314,0.027104210028803255,-0.1360087619623963,just outside boundary,3,3,False,False
Dual Momentum,JPM,2023-02-01,2023-04-03,127.49971585355509,119.84290532067578,42,-0.06005354977946653,,0.04044564938929818,-0.09623026172848392,0.04435283881604524,-0.10925394469446692,2023-02-15,2023-03-24,11,32,6,0.039433061922780954,-0.1366759111177821,,0.10049919916876471,132.65652465820312,115.23038482666016,0.04044564938929818,25.0,-0.056942442477426636,-0.003111107302039895,0.4318181818181818,sudden,0.03907084477087808,True,True,False,5,10,0.20235966848520648,0.18656093228278725,fell below top-N,0.014164458565592453,False,True,,0.03936041795727152,0.03936041795727152,0.0052819010632123575,0.04435283881604524,-0.0015193615299666785,-0.007823077452375982,0.011777374614478031,-0.02077900560807222,0.0848077752709524,0.0865920930156876,-0.02077900560807222,0.09543659346206712,0.11227154709793519,-0.02077900560807222,0.06642127833947864,0.11227154709793519,-0.02077900560807222,just outside boundary,5,5,False,False
Dual Momentum,MRK,2022-09-01,2023-04-03,75.90970065374226,95.95896412548719,146,0.2641199121993445,,0.3607286350409471,-0.005004030566115647,0.3684304437947663,-0.006655745469852703,2023-01-06,2022-09-21,88,59,133,0.29899592617978654,-0.14100173714326814,0.7321844914512087,0.0966087228416026,103.2925033569336,75.52984619140625,0.3607286350409471,,,,0.006756756756756757,sudden,0.36573266560706275,True,True,False,5,9,0.17004166421853695,0.19237496661430376,fell below top-N,-0.005049917397143888,False,False,volatile winner,0.020784751322360906,0.020784751322360906,0.006889570026024527,0.024988539799985388,-0.006655745469852703,0.06285975416671374,0.07758383435838345,-0.003586571631555624,0.08551204950679114,0.09910331714118747,-0.003586571631555624,0.09806506730912701,0.10297303803231928,-0.003586571631555624,0.030391782206651063,0.12930634107374273,-0.003586571631555624,just outside boundary,2,7,True,False
Dual Momentum,CSCO,2023-04-03,2023-05-01,47.37974458802087,43.279340665079026,19,-0.08654339441033121,,0.004802151237135011,-0.09931629667018549,0.011962899545330696,-0.11034747937030309,2023-04-03,2023-04-26,1,19,3,-0.026936574850803918,-0.1041184479073205,,0.09134554564746622,47.607269287109375,42.674163818359375,0.004802151237135011,5.0,-0.02035646839099503,-0.06618692601933618,0.8095238095238095,sudden,0.013740310892661367,False,False,True,3,19,0.2585819364987909,0.061617442200990746,fell below top-N,-0.0029544146305940933,False,True,,-0.006615996471831753,0.004802151237135011,-0.00777723909018091,0.011962899545330696,-0.018227818269320295,-0.020127195801175835,0.006779654441774419,-0.0347457404307876,-0.010381588756705584,0.006779654441774419,-0.0347457404307876,0.05635582905151493,0.06122870017358406,-0.0347457404307876,0.07754235286744127,0.11038120078096725,-0.0347457404307876,moderate deterioration,3,16,False,True
