realization_month,short_gross_return
2011-02-28,-0.05597093949200027
2011-03-31,-0.02460195222764
2011-04-30,-0.023896789534899012
2011-05-31,0.008712828386174275
2011-06-30,0.03159103833411985
2011-07-31,0.029085218503213817
2011-08-31,0.06162661100589523
2011-09-30,0.07748159560480768
2011-10-31,-0.1598163144670642
2011-11-30,-0.0015949556322821378
2011-12-31,-0.004824160278788654
2012-01-31,-0.029229217006742466
2012-02-29,-0.027231730830364405
2012-03-31,0.017247221484849484
2012-04-30,0.012769301247886817
2012-05-31,0.09298283141586605
2012-06-30,-0.02569735778869427
2012-07-31,0.02912112583908993
2012-08-31,-0.025720613937903272
2012-09-30,-0.021871550004712793
2012-10-31,-0.02246479735129256
2012-11-30,0.0016846743306536346
2012-12-31,-0.05414410843423126
2013-01-31,-0.04880930730458897
2013-02-28,-0.03171949034547386
2013-03-31,-0.03502128179110482
2013-04-30,0.0030125221323302797
2013-05-31,-0.028353213494571906
2013-06-30,-0.004038521229998361
2013-07-31,-0.039874572938791035
2013-08-31,0.04304824167081708
2013-09-30,-0.017505001074719768
2013-10-31,-0.03168597094972702
2013-11-30,-0.029062351518740554
2013-12-31,-0.04157295626702542
2014-01-31,0.03131885376710855
2014-02-28,-0.05158311278173056
2014-03-31,0.0026781211178590124
2014-04-30,-0.014553438928240445
2014-05-31,-0.02047854250897091
2014-06-30,-0.03403165297720112
2014-07-31,0.04072186104839445
2014-08-31,-0.042607305431668165
2014-09-30,0.020750285565124458
2014-10-31,-0.001608888635889113
2014-11-30,-0.033935685565052706
2014-12-31,0.003135145950926055
2015-01-31,0.01518585283550829
2015-02-28,-0.05276334980489726
2015-03-31,-0.0005997003989462098
2015-04-30,-0.022106132998103933
2015-05-31,-0.0232091475572594
2015-06-30,0.030777372198120777
2015-07-31,-0.030990325225790392
2015-08-31,0.05136497865604744
2015-09-30,0.0677985987023642
2015-10-31,-0.07404569692994806
2015-11-30,-0.007077494527730337
2015-12-31,0.039622934532467825
2016-01-31,0.0610847257901619
2016-02-29,0.052020629214106245
2016-03-31,-0.0827811205961037
2016-04-30,-0.03920989923636998
2016-05-31,-0.033646990875921254
2016-06-30,-0.010487924944708946
2016-07-31,-0.02476484477151255
2016-08-31,-0.014951774207810915
2016-09-30,-0.023617728913979754
2016-10-31,0.043219086912049016
2016-11-30,-0.057902402395868705
2016-12-31,0.015380255731421334
2017-01-31,-0.03652028250312231
2017-02-28,0.0005617759847820217
2017-03-31,0.011206108588066494
2017-04-30,0.020187952645792512
2017-05-31,0.015410208788300234
2017-06-30,-0.004019212177314135
2017-07-31,-0.02736242759144807
2017-08-31,0.02780271183835895
2017-09-30,-0.025714828871636283
2017-10-31,0.0032311545883558085
2017-11-30,0.016150940600613367
2017-12-31,-0.02557370144165744
2018-01-31,-0.05737656573580465
2018-02-28,0.04271533255469599
2018-03-31,0.007323377422662174
2018-04-30,-0.024686069275782478
2018-05-31,-0.045210180198764056
2018-06-30,0.014317753164639227
2018-07-31,-0.01934760083557894
2018-08-31,-0.03828968612013112
2018-09-30,-0.003277946443183379
2018-10-31,0.08712710665974463
2018-11-30,-0.006623045765050408
2018-12-31,0.11429934798031911
2019-01-31,-0.10618485765046148
