strategy,symbol,entry_date,exit_date,entry_price,exit_price,holding_sessions,realized_return,realized_r,close_mfe,close_mae,intraday_high_mfe,intraday_low_mae,mfe_date,mae_date,sessions_entry_to_mfe,sessions_mfe_to_exit,sessions_mae_to_exit,halfway_return,max_drawdown_from_unrealized_peak,mfe_capture_ratio,profit_given_back,best_observed_exit_price,worst_observed_price,hindsight_best_exit_return,first_meaningful_loss_sessions,return_at_first_meaningful_loss,loser_delay,fraction_sessions_below_entry,loss_arrival,max_recovery_after_mae,once_meaningfully_profitable,material_recovery_after_mae,never_materially_recovered,entry_rank,exit_rank,entry_score,exit_score,removal_reason,exit_trailing_5d_return,exited_still_trending_strongly,winner_peak_early_decay,winner_pattern,first5_return,first5_close_mfe,first5_close_mae,first5_intraday_mfe,first5_intraday_mae,post_exit_5d_return,post_exit_5d_mfe,post_exit_5d_mae,post_exit_10d_return,post_exit_10d_mfe,post_exit_10d_mae,post_exit_20d_return,post_exit_20d_mfe,post_exit_20d_mae,post_exit_40d_return,post_exit_40d_mfe,post_exit_40d_mae,exit_rank_bucket,prior_rebalance_rank,rank_deterioration,large_winner,large_loser
Market-Residual Momentum,JNJ,2021-08-23,2022-09-01,155.9068820060288,144.8588057115556,259,-0.0708633009160301,,0.05628243949993261,-0.12017859617840398,0.060143954801363364,-0.12062991344642915,2022-04-25,2021-11-30,170,90,190,-0.057346968397328,-0.12800912965271927,,0.12714574041596272,164.68170166015625,137.1702117919922,0.05628243949993261,2.0,-0.02331990273686313,-0.047543398179166974,0.7318007662835249,gradual,0.1764610356783366,True,True,False,2,6,-0.0037212702140352327,-0.007661704470644404,fell below top-N,-0.034643793636675135,False,False,,-0.030607390107368126,-0.004372435573550049,-0.030607390107368126,0.003027037883179373,-0.03161637395705974,0.024149482622835894,0.029289445376607937,-6.198380880872989e-05,0.022230268010005716,0.03145683408602484,-0.004211004204361379,0.01882424141802619,0.03826839760309464,-0.004211004204361379,0.06700074162402259,0.07393612342186606,-0.014366503170704537,just outside boundary,5,1,False,False
Market-Residual Momentum,AMGN,2022-09-01,2022-10-03,214.46132739194027,203.03206366044333,21,-0.0532928890746317,,0.027248036259573727,-0.06909419187158872,0.03363487086508865,-0.07390498011730295,2022-09-09,2022-09-21,6,16,8,-0.04139004885704012,-0.09634222813116244,,0.08054092533420543,220.3049774169922,199.64329528808594,0.027248036259573727,7.0,-0.0591406079810286,0.005847718906396904,0.6956521739130435,sudden,0.027040461659472048,True,True,False,2,7,-0.006200219657991668,-0.007246594956585195,fell below top-N,-0.006479509732951527,False,True,,0.017957920275970096,0.018165249550057938,0.004562129700310891,0.027621238970076067,-0.0015759357652556094,0.0033295489147147084,0.03132251140546649,-0.008104464313705706,0.10106447016879216,0.10881846414050234,-0.008104464313705706,0.1995005084809225,0.20269852373640962,-0.008104464313705706,0.24662303011622821,0.2996454209743986,-0.008104464313705706,just outside boundary,2,5,False,False
Market-Residual Momentum,HON,2022-04-01,2022-10-03,176.44834422760073,154.73775388871655,126,-0.12304218797814093,,0.05362438584579077,-0.13902713571419545,0.05641713069018284,-0.14135548044282198,2022-08-18,2022-09-30,96,31,1,-0.11438601396908232,-0.19265152155998622,,0.1766665738239317,185.9102783203125,151.917236328125,0.05362438584579077,5.0,-0.029300754926886996,-0.09374143305125393,0.7734375,sudden,0.015984947736054522,True,False,True,2,6,-0.006220665934673741,-0.00636789734184362,fell below top-N,-0.02116470417166072,False,False,,-0.013383297491490254,0.0008678274672127007,-0.013383297491490254,0.00591879488515068,-0.0351943632773799,0.007879045532907858,0.057035338694528814,-0.005821075539283682,0.0271215315304838,0.057035338694528814,-0.005821075539283682,0.20497449989816707,0.20632692973209066,-0.005821075539283682,0.2787511355083696,0.3095097018440156,-0.005821075539283682,just outside boundary,3,3,False,True
Market-Residual Momentum,KO,2022-10-03,2022-11-01,50.46003438783829,53.74585567505057,21,0.06511730178297737,,0.07806960461367085,-0.034953689988957204,0.08073109391852507,-0.04151861199539819,2022-10-28,2022-10-10,20,2,16,-0.011887790182661617,-0.042406008651093674,0.83409288551174,0.012952302830693485,54.39942932128906,48.69626998901367,0.07806960461367085,3.0,-0.023598131703599257,0.08871543348657662,0.5217391304347826,sudden,0.11302329460262805,True,True,False,4,6,-0.006331141663610151,-0.006649113240127402,fell below top-N,0.01526719984873881,False,False,recovery winner,-0.032824612583538526,0.00745231866213647,-0.032824612583538526,0.02572774176633308,-0.037437784205251234,-0.008995543221963942,0.004331203423581176,-0.03215061392195995,0.011660701181880118,0.02815248118778002,-0.03215061392195995,0.04081284274765706,0.05114108663600536,-0.03215061392195995,0.06648067280485903,0.08543816521448666,-0.03215061392195995,just outside boundary,4,2,False,False
Market-Residual Momentum,MSFT,2022-04-01,2022-12-01,298.6301848769681,246.84267525021951,168,-0.1734168622240393,,0.018101052616851687,-0.3043772078891519,0.018553533775137465,-0.30703943545950063,2022-04-04,2022-11-03,2,167,19,-0.08482435431562019,-0.3224782605060036,,0.19151791484089098,304.03570556640625,207.7339630126953,0.018101052616851687,3.0,-0.031903372812208675,-0.14151348941183062,0.9764705882352941,sudden,0.13509545985762084,True,True,False,4,7,-0.00660887207869898,-0.007405557969451637,fell below top-N,0.030535539033838877,True,True,,-0.025859030060644494,0.018101052616851687,-0.031903372812208675,0.018553533775137465,-0.04208551924700721,-0.03742056703853691,0.00886280396768191,-0.045928814589445754,0.013195855750696817,0.03958729083527146,-0.045928814589445754,-0.050655834422031365,0.03958729083527146,-0.07878032475926455,-0.043959323709428566,0.03958729083527146,-0.13597489999214651,just outside boundary,3,4,False,True
Market-Residual Momentum,AAPL,2022-06-01,2022-12-01,146.823446577346,145.61096061666942,127,-0.008258122179674143,,0.16606057370028227,-0.13235487343586705,0.17674912259571718,-0.13915943865721137,2022-08-17,2022-06-16,54,74,116,0.0502896976953664,-0.2635830018779378,,0.1743186958799564,171.2050323486328,127.3906478881836,0.16606057370028227,2.0,-0.030153265341300695,0.02189514316162655,0.5038759689922481,sudden,0.2984154471361493,True,True,False,4,8,-0.007790895780059315,-0.00765499585778584,fell below top-N,-0.02012325192376163,False,False,,-0.007938540567512864,0.008739520912674603,-0.030153265341300695,0.012274927762507604,-0.03869238178204337,-0.04905225732856755,0.018284727780997656,-0.055394624181672625,-0.033735933612757396,0.018284727780997656,-0.055394624181672625,-0.1254976469747331,0.018284727780997656,-0.15073213158527743,-0.035152819306254024,0.018284727780997656,-0.16220245390626686,just outside boundary,5,3,False,False
Market-Residual Momentum,MCD,2021-08-23,2023-02-01,213.47555962672544,246.06733883253057,363,0.15267218065990207,,0.19506651310280754,-0.057449040162911524,0.2091033724732132,-0.0757906034509549,2022-11-08,2022-03-10,307,57,225,0.0377825657261921,-0.19614384802562368,0.7826672975870439,0.04239433244290547,255.11749267578125,201.2115936279297,0.19506651310280754,135.0,-0.047556495976857405,0.20022867663675947,0.06027397260273973,sudden,0.25251555326571906,True,True,False,4,7,-0.003964519390041832,-0.006261332609325598,fell below top-N,-0.020513153633912817,False,False,recovery winner,-0.00826851406245721,0.0008351997938476075,-0.010481756390325558,0.0038838369197295997,-0.014783096741187052,0.001198099952954168,0.005392863832873962,-0.0212346452291855,-0.001535762397856577,0.005392863832873962,-0.02557883171502162,-0.010422876891217125,0.012957531579084192,-0.02557883171502162,0.045021999631216225,0.047696295636038055,-0.02557883171502162,just outside boundary,5,2,False,False
Market-Residual Momentum,HON,2022-11-01,2023-02-01,186.01833909566676,189.6355911113032,62,0.019445674191167495,,0.08481812742343986,-0.016524859211008103,0.08930437151476589,-0.02582565131555581,2022-11-25,2022-11-02,18,45,61,0.027113189899931944,-0.09559008797659052,0.22926318679600557,0.06537245323227237,201.79606628417966,182.9444122314453,0.08481812742343986,,,,0.078125,sudden,0.10134298663444796,True,True,False,4,6,-0.006174179477406949,-0.00596010552274806,fell below top-N,0.00875802350460475,False,True,early spike then decay,0.029099507909998712,0.029099507909998712,-0.016524859211008103,0.03140519501451888,-0.02582565131555581,-0.006381104477355626,0.005014174489491374,-0.04686363326379461,-0.02799720567905628,0.005014174489491374,-0.04686363326379461,-0.062323761706945646,0.005014174489491374,-0.08088119240201197,-0.08359555856147272,0.005014174489491374,-0.10705462119283216,just outside boundary,3,3,False,False
Market-Residual Momentum,CSCO,2022-12-01,2023-03-01,45.03590482393963,44.0851872687356,60,-0.021110213260302046,,0.030420976128664012,-0.061122464939877164,0.04557719708683794,-0.0770872515210016,2023-02-16,2023-01-19,53,8,28,-0.02838508327197853,-0.06292679835328241,,0.05153118938896606,46.405941009521484,42.283199310302734,0.030420976128664012,3.0,-0.025862190515614003,0.004751977255311957,0.9193548387096774,gradual,0.09154344106854118,True,True,False,4,6,-0.006130110928728172,-0.006089689146158261,fell below top-N,-0.018049287025281413,False,False,,-0.034081984333412585,0.0018043334134052458,-0.034081984333412585,0.01162786695945317,-0.03648773629343882,0.009702682045726885,0.02828258758414348,-0.008670482676556679,0.012593048190412404,0.02828258758414348,-0.008670482676556679,0.040256040542200555,0.05966143192304707,-0.008670482676556679,-0.03200674734066289,0.08758852311859378,-0.03824659414185183,just outside boundary,4,2,False,False
Market-Residual Momentum,AXP,2023-02-01,2023-03-01,166.25749517789166,166.3821622880664,19,0.0007498435486554822,,0.04585303035702948,-0.0014421272541396135,0.05058242610383257,-0.013265881824420012,2023-02-13,2023-02-02,9,11,18,0.04406501034507415,-0.0463145091239634,0.016353195041132713,0.045103186808373996,173.88090515136722,166.01773071289062,0.04585303035702948,,,,0.09523809523809523,sudden,0.04729515761116909,True,True,False,5,21,-0.005748659667536682,-0.011959660521084214,fell below top-N,-0.004064194230228635,False,False,steady winner,0.03068413745404497,0.03160687399034501,-0.0014421272541396135,0.04048905924390844,-0.013265881824420012,0.010431528721823291,0.040401143039580756,-0.004898944382219272,-0.055328246915460455,0.040401143039580756,-0.0927323017523497,-0.08241595974156402,0.040401143039580756,-0.10725620240004552,-0.09920545358888266,0.040401143039580756,-0.1090972275366835,severe/unranked,5,16,False,False
Market-Residual Momentum,IBM,2023-02-01,2023-03-01,118.13535504539212,114.6159098323499,19,-0.029791633602742507,,0.0338101731985716,-0.029791633602742507,0.034111195872226,-0.030092701886636153,2023-02-13,2023-03-01,9,11,0,0.023723980549053447,-0.06360180680131411,,0.06360180680131411,122.12953186035158,114.6159098323499,0.0338101731985716,18.0,-0.026780864284115857,-0.0030107693186266493,0.3333333333333333,sudden,0.0,True,False,True,3,9,-0.0053042269234321315,-0.00687358238237612,fell below top-N,-0.012750891170889678,False,False,,0.01003806263850815,0.018217025405741438,0.004461229981562287,0.018291339534845186,-0.012566007676251711,-0.005042724728058556,0.015205541575232795,-0.009231976227142225,-0.0329713523344598,0.015205541575232795,-0.044220417305628534,0.003413345076691998,0.015205541575232795,-0.055779748320014644,-0.023661920740463027,0.0287819754620513,-0.055779748320014644,just outside boundary,3,6,False,False
Market-Residual Momentum,HON,2023-03-01,2023-04-03,175.74250401797133,175.16158078974607,23,-0.003305536309906265,,0.030533141333443536,-0.03431969529837242,0.04240535443516791,-0.0364640262387077,2023-03-06,2023-03-17,4,20,11,-0.010784386080394448,-0.06485283663181596,,0.0338386776433498,181.1084747314453,169.71107482910156,0.030533141333443536,12.0,-0.03431969529837242,0.031014158988466156,0.52,sudden,0.03709993109789944,True,True,False,5,6,-0.005979736303305172,-0.006161966896419235,fell below top-N,0.016649711497194408,False,True,,0.023106417517640754,0.030533141333443536,0.011802971132943041,0.04240535443516791,-0.00031475993299590055,0.005824755940776027,0.017473907079889495,-0.008185768561349671,0.03825400704200432,0.03935589248291449,-0.008185768561349671,0.052002037975484416,0.06081768732963666,-0.008185768561349671,0.02624108582366036,0.06081768732963666,-0.008185768561349671,just outside boundary,5,1,False,False
Market-Residual Momentum,CSCO,2023-04-03,2023-05-01,47.37974458802087,43.279340665079026,19,-0.08654339441033121,,0.004802151237135011,-0.09931629667018549,0.011962899545330696,-0.11034747937030309,2023-04-03,2023-04-26,1,19,3,-0.026936574850803918,-0.1041184479073205,,0.09134554564746622,47.607269287109375,42.674163818359375,0.004802151237135011,5.0,-0.02035646839099503,-0.06618692601933618,0.8095238095238095,sudden,0.013740310892661367,False,False,True,5,10,-0.00608283451349767,-0.00755185910881051,fell below top-N,-0.0029544146305940933,False,True,,-0.006615996471831753,0.004802151237135011,-0.00777723909018091,0.011962899545330696,-0.018227818269320295,-0.020127195801175835,0.006779654441774419,-0.0347457404307876,-0.010381588756705584,0.006779654441774419,-0.0347457404307876,0.05635582905151493,0.06122870017358406,-0.0347457404307876,0.07754235286744127,0.11038120078096725,-0.0347457404307876,just outside boundary,5,5,False,True
Market-Residual Momentum,JNJ,2022-10-03,2023-06-01,147.37038084865225,141.58297729492188,166,-0.03927114471987403,,0.10422695349352296,-0.06799915514187316,0.1090667006617887,-0.07379894915624774,2023-01-06,2023-03-22,67,100,49,0.010314045082740808,-0.1722261086353961,,0.14349809821339699,162.7303466796875,137.3493194580078,0.10422695349352296,4.0,-0.024894869970765843,-0.014376274749108187,0.375,sudden,0.0929225444275833,True,True,False,5,7,-0.006360570935432297,-0.004866224471706926,fell below top-N,-0.010213403662379328,False,False,,-0.024894869970765843,0.008095588344212867,-0.024894869970765843,0.010652021678306145,-0.031164265181433115,0.025754134540503237,0.0328071659489555,-0.008994431538992265,0.04542535863004438,0.04879021169541686,-0.008994431538992265,0.06186113651554703,0.07590275746602138,-0.008994431538992265,0.12902824961293402,0.13472260080975618,-0.008994431538992265,just outside boundary,5,2,False,False
Market-Residual Momentum,PG,2023-03-01,2023-07-03,125.97963340496962,139.10082756362732,85,0.10415329687838337,,0.14125500447193184,-0.010720760322591283,0.15248007117073858,-0.014125332522406775,2023-05-01,2023-03-09,43,43,79,0.14125500447193184,-0.10255781973638811,0.7373423495171048,0.03710170759354847,143.77488708496094,124.62903594970703,0.14125500447193184,,,,0.05747126436781609,sudden,0.15197576479452313,True,True,False,2,7,-0.004352822733076356,-0.004958706008135749,fell below top-N,0.02106157437286682,True,False,volatile winner,-0.003549726311595225,0.02100672449941654,-0.003549726311595225,0.023107474275496864,-0.011155440136748851,-0.017295952272205706,0.006931628474867502,-0.018088103870245842,-0.01643769162979236,0.006931628474867502,-0.029838979074873873,0.03832063176768585,0.04748807687499235,-0.029838979074873873,0.021579942013248754,0.052138284943687996,-0.029838979074873873,just outside boundary,5,2,False,False
Market-Residual Momentum,AAPL,2023-07-03,2023-09-01,190.93621032527898,186.961330634287,43,-0.020817841122018566,,0.013778696289031833,-0.10086188471258828,0.02296433744147608,-0.11140334817625375,2023-07-31,2023-08-17,20,24,11,-0.006192301558949342,-0.11464058100162011,,0.0345965374110504,193.5670623779297,171.6780242919922,0.013778696289031833,4.0,-0.026679554428310714,0.005861713306292149,0.8444444444444444,sudden,0.08004404359056971,True,True,False,5,7,-0.004710296546604487,-0.0044891568455697195,fell below top-N,0.05184462414740709,True,False,,-0.026679554428310714,-0.006811807584605645,-0.026679554428310714,0.0005160806282671349,-0.03478156505030505,-0.05968667296850949,0.0025858273783734287,-0.08417330548012314,-0.07641572349603831,0.0025858273783734287,-0.08417330548012314,-0.09646942960416871,0.0025858273783734287,-0.11541506333377927,-0.11224881172203827,0.0025858273783734287,-0.1257058518397436,just outside boundary,5,2,False,False
Market-Residual Momentum,IBM,2023-09-01,2023-10-02,134.25419493595803,127.67182896193151,20,-0.049029127001703254,,0.017452222398457673,-0.049029127001703254,0.03171265305901838,-0.05194902912625343,2023-09-20,2023-10-02,13,8,0,-0.014736053989285014,-0.06648134940016093,,0.06648134940016093,136.59722900390625,127.67182896193151,0.017452222398457673,16.0,-0.027298901586255253,-0.021730225415448,0.5454545454545454,gradual,0.0,True,False,True,5,6,-0.004314365792988717,-0.004431035787575532,fell below top-N,-0.04219008283821113,False,False,,0.0028522054207711367,0.005907845835888104,0.0017655408119210403,0.011815730027953997,-0.0023088167226220646,0.0142104197612265,0.020708590598828014,-0.0012852948044169699,-0.011282161293695636,0.024136159495511844,-0.012638934326390405,0.017709481151785944,0.03327641315062779,-0.029777042316133095,0.12349606145174064,0.12761243228429042,-0.029777042316133095,just outside boundary,5,1,False,False
Market-Residual Momentum,KO,2022-12-01,2023-11-01,57.354995623340145,52.41308300500437,230,-0.08616359507356852,,0.01860100051580127,-0.15727541251548527,0.029531496575198712,-0.17062908219153738,2023-05-01,2023-10-05,103,128,19,-0.005161063495898732,-0.17587641303128654,,0.10476459558936979,58.42185592651367,48.33446502685547,0.01860100051580127,23.0,-0.02216634737008716,-0.06399724770348136,0.8405172413793104,sudden,0.07111181744191675,True,True,False,1,7,-0.004409862924465657,-0.0046133349137049695,fell below top-N,0.006592936605534394,False,False,,-0.0011004774051874833,0.01163331625567876,-0.002672514567607198,0.014305823100829729,-0.005973868025897611,0.006690194503835345,0.01390854276021658,-0.009507058499659382,0.00528180174090509,0.01390854276021658,-0.0130279815773654,0.025176159210307247,0.03573945881195795,-0.0130279815773654,0.04256705505671765,0.0654591027866398,-0.0130279815773654,just outside boundary,2,5,False,True
Market-Residual Momentum,IBM,2023-11-01,2023-12-01,132.1937894627038,146.05731734786056,21,0.10487276249137345,,0.1059189563290932,0.0,0.1061980065872008,-0.00379312449488145,2023-11-30,2023-10-31,21,1,22,0.06421006335748713,-0.006482866043779234,0.9901226949926772,0.0010461938377197555,146.19561767578125,132.1937894627038,0.1059189563290932,,,,0.0,sudden,0.1059189563290932,True,True,False,4,7,-0.0040109290118079954,-0.0051252338052442115,fell below top-N,0.021781225374825297,True,False,late acceleration,0.02641381389927,0.02737924890372434,0.002758578596444128,0.029517241153222518,-0.00379312449488145,0.011425982990288519,0.02764957259283607,-0.002588243498712006,0.028407260705097803,0.050060078760245874,-0.002588243498712006,0.03244747697176131,0.050060078760245874,-0.002588243498712006,0.18597308332397366,0.242977131039934,-0.00328253083901886,just outside boundary,4,3,False,False
